Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability,Electricity Prices,Energy Subsidies
France,2013,Hydro,64477.11309,25920.13456,8207232333,552284025,1.0852E+14,84267.25185,98275.20704,57496.48227,991831.624,751019,0,8783523152,1,10.57769209,1715.395792,166.5546267,11.74942555,84.98981993,25.58715285,0.378187011,65802443.94
Germany,2005,Solar,51297.62386,30232.01301,4538928048,823980944,4.75052E+12,222598.2152,39769.0282,67497.8591,897353.9323,142568,0,8302984369,0,7.165345722,1289.136242,156.7252381,13.14504268,87.98427872,77.20170245,0.161925816,958969836.7
USA,2014,Wind,27825.85865,33848.61065,4635353858,889993261,1.12536E+14,427412.3224,44633.37093,40213.09366,34624.11007,99386,0,6121349238,0,-7.891655112,2919.042309,119.901697,1.814322783,71.81910564,61.80077754,0.28727629,409976256.4
Australia,2006,Solar,95372.51882,38589.71676,9568547682,133061037,6.31485E+13,12543.72741,48835.21439,44892.59439,625698.6628,238777,0,6166063886,0,-3.297019462,1318.792087,190.83412,4.406612698,39.68774429,20.13952757,0.283048522,168293131.2
France,2017,Wind,50268.62518,31047.00315,1769182140,245877778,5.18421E+13,120157.8643,55230.52057,15950.98534,807875.1812,834687,1,1590761506,0,19.26414195,2255.467578,137.3712999,13.91388573,28.08644513,75.80592877,0.135558514,274584041
China,2001,Hydro,24466.3892,30406.30913,6102085568,1430794728,4.8343E+13,962399.3352,55795.53568,3315.00477,32901.67761,541735,1,6994361876,1,9.152551797,2827.007261,200.4063905,2.148908183,34.61736141,8.339008677,0.260091486,148534284.6
Australia,2001,Solar,37882.71481,29915.0613,3175216832,22780099,4.38535E+13,399182.9607,39777.2117,61447.22219,790665.0397,275382,0,4178417679,0,-6.222327247,938.580814,228.2078735,8.852573136,64.40218014,43.77618901,0.442302225,789735245.3
Russia,2018,Biomass,25230.16446,31674.6403,9355827019,838000528,1.68868E+13,879478.8203,64021.33269,83866.03106,415125.5993,115386,0,6719589145,0,14.06523448,2709.368676,119.1794638,6.676088146,30.79679918,16.97147299,0.487468943,455703090.1
France,2004,Geothermal,23995.25094,15831.36251,8815578143,501310787,1.28897E+14,70332.10111,40785.38289,22107.62449,55625.88009,311121,1,2841439710,1,19.06302045,1020.968149,215.4928316,2.183830585,61.99798093,44.2589306,0.059820702,531883477.8
Brazil,2018,Wind,29374.43268,25633.35375,2905409782,896220202,1.96873E+14,924878.1309,27056.5604,90450.72812,297600.5902,314880,0,7038085163,0,27.06217716,1777.24743,248.7614582,14.05488613,49.95440277,97.41630033,0.241094175,961964889.4
France,2013,Biomass,45621.52993,14941.8523,2902262099,640430922,1.55307E+14,853893.5179,58375.31288,31796.81,576336.788,106628,1,2504887867,0,8.370066139,1312.880847,109.6700233,7.563343329,56.70008847,32.80497643,0.119828801,96529101.33
Brazil,2012,Wind,13751.25332,27874.62091,2901030008,737154605,6.88811E+13,530528.748,21813.21945,89088.51797,299589.9466,63862,0,162082160.9,0,-6.422488516,2018.347464,191.3401606,13.10463751,15.37580119,72.82871585,0.088479399,414358403.7
Japan,2004,Solar,94893.71987,40696.33724,8921081808,984355935,4.38863E+13,846959.4689,41473.50172,61669.93056,946930.5187,738749,0,7486055079,0,8.64907584,1014.790666,232.4493127,12.90389585,98.41374437,13.09296239,0.135706437,532274323.2
China,2007,Hydro,58676.62007,24284.96112,7627623534,1194123774,1.22949E+14,111541.7604,99952.50982,28552.50026,415654.8884,889762,1,5600758966,0,8.100184522,927.9959757,103.945593,5.499390134,33.52030552,93.17418293,0.175570527,109241373
Russia,2015,Geothermal,90369.12824,12270.52278,1039499233,722522776,1.63174E+14,277293.4119,83894.19049,45843.84935,97660.84063,56561,1,545947539.5,0,26.54760428,201.1023735,195.949957,11.36429732,99.61402294,24.24574873,0.490675283,574574335.1
France,2012,Wind,25452.49016,26538.10946,5596773217,370550738,7.1779E+13,329847.0909,98685.21427,68291.70727,888586.7666,393566,1,1173604743,0,37.57120566,1816.411478,109.4792138,0.121985747,63.56267164,29.17359284,0.353099478,877978672.4
Brazil,2021,Biomass,4433.276883,1446.294467,1212656772,226974812,9.48382E+12,741093.8888,38687.48402,92731.24875,732723.1736,823886,1,8421371647,1,26.25125676,829.9059184,246.5165796,9.447564949,35.82242097,74.59504643,0.416283603,637751586
Brazil,2005,Wind,96698.7616,2452.552436,1157330076,33747293,2.66214E+13,836828.2746,62803.02197,24253.11801,955670.8845,652201,0,5688052363,0,24.00879312,1824.748743,235.6183148,5.044543381,78.093708,56.62550729,0.434598936,523789752.5
France,2021,Wind,92544.92505,40990.93997,8762458350,64765463,1.58533E+13,73010.20044,84622.25709,3788.979528,648657.4058,641727,1,2491917380,1,20.33145649,680.998382,160.5153334,8.070461919,39.12932605,41.92935226,0.478967353,685802339.4
Australia,2009,Geothermal,49594.24918,26117.12566,1106594120,1276439293,1.72021E+14,287788.5684,26985.79325,11429.34613,134180.369,885484,1,982471492.4,1,8.073118089,2698.753958,156.2029333,13.57585271,30.06078443,34.06621254,0.335609687,278747306.4
France,2000,Hydro,96020.05901,15753.90047,8220034098,681771061,1.39768E+14,371029.1943,4597.607447,83124.13329,518920.3316,247224,0,1587265063,1,37.21696348,1518.522224,266.431978,8.696720501,67.465361,53.58803696,0.30349741,111556565.9
Germany,2003,Biomass,5285.85549,24022.21846,8594036529,981307307,1.6454E+14,462692.055,77304.28802,39418.50538,290952.0728,166565,1,1491390169,1,-4.519811863,2269.805521,243.6851256,14.98245958,40.45082746,6.488669199,0.31147468,364150771.6
Canada,2016,Solar,56527.864,31316.76225,4061773377,739294301,7.92768E+13,12066.4873,90959.43922,54775.9785,52289.34202,35593,1,4251093648,0,22.75934328,1388.99457,121.5011082,4.004663331,47.35656549,14.40136721,0.237666406,119176367.5
Canada,2001,Hydro,30365.30208,32830.32792,7606809381,1294614305,1.95891E+14,244809.9323,69683.81279,53530.44933,878992.7718,319632,1,8439321081,1,0.871864221,1617.634603,246.8737525,1.627969459,74.70301857,91.17239763,0.334925953,754669459.5
India,2019,Biomass,58207.41531,41013.89796,7769394319,512940873,1.28566E+14,659966.2168,57998.28397,16772.1371,382881.9068,851809,1,5854709225,0,-3.351641862,2762.685182,266.0239748,3.825390006,88.64273965,69.16891811,0.059715541,745338535.3
France,2002,Wind,21157.25395,40081.294,6078953901,392602584,1.52791E+14,798724.3597,66403.41212,10877.71075,46745.98313,202941,1,6203639643,1,6.759911232,1264.167841,124.0109753,9.783877748,14.39597961,3.007594466,0.172635169,490005835.1
Japan,2012,Geothermal,81666.60714,3153.227609,3000660026,562642017,1.75538E+14,672754.8425,65098.23812,89259.47816,661283.6662,247679,0,6322935208,1,33.70096408,2757.356657,255.768886,14.7548039,13.66370215,40.68271403,0.293373682,311202739.8
China,2003,Geothermal,97682.16016,34344.53698,8640349922,326380748,1.9927E+14,506882.3195,35469.91635,95052.94209,207870.1152,889772,0,3305066780,0,0.428049397,189.4248143,100.0842743,12.87993547,11.75101696,32.61821065,0.125280093,245765854.6
India,2009,Wind,78495.36738,4709.579857,9487138919,1447795780,1.8443E+14,12767.18551,29954.94268,56708.60182,996777.5808,308133,1,5742548103,1,26.93101334,1030.549629,212.2218686,5.103052611,92.37521775,73.92091446,0.318864373,404901597.8
USA,2013,Wind,44238.68144,49930.7009,3322107830,375899511,1.9148E+14,223254.6705,14634.32577,14608.48531,842319.6071,398245,0,4785513592,0,22.27281029,1340.094784,195.3912967,5.058525446,97.86715992,30.62207656,0.203473354,975325016.9
France,2008,Biomass,33298.65818,22616.3753,1659961923,437832353,1.23646E+14,651910.2227,25150.51216,24921.13305,883790.086,474766,0,2347854909,0,35.38567,1868.67102,252.9177875,14.7819632,23.79286338,3.871846585,0.195470316,101052319.3
China,2004,Geothermal,81473.4903,39898.22112,5547233615,1487043151,6.96937E+13,64049.20455,55297.5301,27649.47762,52855.61184,473776,0,1393060496,0,27.69619753,603.8986685,118.5130492,0.999792091,20.31807632,96.72339818,0.177113828,680593961
Germany,2010,Wind,70611.74919,5299.963084,5295501019,1271395666,1.19851E+14,330813.7988,31497.97667,73516.52266,763821.1877,335052,1,7221454806,0,27.25443385,520.6791144,174.9745413,1.444634906,14.32050631,8.743025865,0.119294424,78996889.75
Canada,2017,Wind,20636.04231,47500.85501,8099752941,941874549,1.4216E+14,414844.6341,44441.88271,10296.10278,483385.5661,41320,0,359450082.7,0,15.76812248,867.6022401,101.7361911,10.05232757,95.14891883,64.86448581,0.080097942,292489384.9
China,2005,Wind,53720.2358,21970.49143,6539153305,789256817,8.55665E+13,185291.9626,94365.40318,85002.48268,883655.7811,459351,0,1763191044,1,17.94464759,1109.264132,223.6106547,3.740088243,94.4947411,29.57187705,0.142044579,803080908.7
Canada,2014,Geothermal,11622.55433,7732.191711,3472263059,1028923556,1.69629E+14,172539.0963,51632.86621,15763.27157,380553.2308,362786,1,432472687.8,0,16.95659237,2618.00202,145.6566613,11.84492949,66.1152848,78.10287681,0.41814507,569115716.6
Japan,2023,Hydro,54189.42972,21331.96165,95613210.98,1439236926,7.92513E+13,516545.4468,61715.33935,73185.16164,388361.4526,272591,1,6586602254,1,17.16267311,2102.560865,279.6003701,1.444989702,89.67017652,10.67763539,0.30640262,588458611.8
Canada,2003,Solar,31930.22063,38822.18223,828909331.9,843617510,1.60784E+14,64167.75586,32165.11787,6056.073293,348264.4248,796639,0,4214531634,0,6.197445664,1092.190659,169.3698528,13.57209026,72.93777259,71.00383116,0.258339576,995853417.4
Canada,2016,Hydro,45130.72749,10918.42285,238777177.2,717265541,7.33892E+13,972694.1188,8224.317654,91822.26545,524723.98,897408,0,1746285027,0,21.8594667,133.8926615,255.2270498,1.067795865,82.29933761,52.03057701,0.346024877,604838006.5
Canada,2021,Hydro,35644.26332,15666.46163,8367160555,934478370,7.41276E+13,928048.3117,60043.84304,84240.68471,902263.2973,459868,0,9346898135,1,2.802055563,506.1149737,167.1127335,1.70985854,36.39071063,70.64778909,0.381130337,848124769.6
Russia,2004,Wind,91032.37751,12335.65667,2298848249,1298039524,6.44736E+13,261731.6723,44331.67213,5626.363818,845279.7579,999562,1,7184093477,1,34.66745698,987.1718408,125.4139517,4.107691924,67.63232951,25.6331097,0.339418441,239221942.1
China,2005,Hydro,50630.37393,20030.52716,6426703701,840969254,1.17991E+14,1280.468631,23009.40146,43093.07273,306390.9785,857091,1,8847285988,0,29.91579675,1066.391596,236.7597709,4.029216266,12.0380973,49.6794618,0.496129402,262774016.8
Brazil,2021,Solar,35411.03296,27185.1482,7628077896,1404426626,7.82878E+13,497746.601,30882.14211,29377.07201,95906.84929,458249,1,4899859779,1,2.521484207,2330.278319,248.1777835,5.214450363,51.87233,34.73024107,0.314457394,812146708.7
Germany,2005,Geothermal,86502.07725,11465.50123,3600091481,1005918378,1.31923E+14,784752.1639,31727.81709,43146.16897,161840.1962,866302,1,9021060521,1,27.56643222,2020.79729,167.6845472,11.12452159,96.32791228,96.67007716,0.25515119,297346524
Russia,2010,Biomass,90315.5781,14421.93037,6712166260,653928871,1.74227E+14,785318.4283,3065.932441,93329.25966,481831.8675,763479,1,8957751497,0,39.84301818,2555.118202,198.2898108,8.509795004,17.59471092,47.30311998,0.377936211,898547762.7
USA,2018,Hydro,87783.4881,21463.83237,3244647525,497143410,1.21508E+14,911641.6454,56511.0115,37089.9019,810173.7641,873503,0,2488120680,1,11.89389935,2733.583049,221.6245047,11.4224309,43.16693134,36.73180693,0.228913012,891840446.7
USA,2010,Solar,39095.31295,22617.69557,195477733.4,120677812,1.77608E+14,575110.1644,89492.49409,27478.69165,290960.2934,835253,1,4321080437,1,15.42038283,2594.831319,249.2578043,5.13818551,88.88010802,37.70843303,0.186190776,517210131.6
USA,2003,Wind,91882.35265,42653.0657,5576735973,592496747,1.49244E+14,485019.682,65303.56182,25247.76146,950444.8141,62980,0,2063523594,1,-4.691512546,1324.63559,152.8133906,12.10520197,5.305453708,60.56362697,0.20318526,238567333.8
France,2003,Solar,79426.00604,11850.82039,4071258056,74684785,1.78357E+14,902433.1429,63028.01457,50346.25032,879209.597,479209,0,7814562531,1,28.01874813,1156.75601,181.5386334,12.83323888,57.6422587,55.97538281,0.302625414,982405330.8
China,2021,Geothermal,26674.81586,28383.8494,5121040843,317468433,1.30113E+14,341209.3445,58212.87129,82991.65145,21424.33794,549582,1,2535120290,0,37.80297811,2850.776931,127.6179076,14.95645081,36.69217072,59.11522579,0.28187782,508572853.8
China,2017,Biomass,58112.64633,3573.22758,15338985.2,1230161686,1.7503E+14,10400.04072,73525.59566,94642.34459,95217.57337,108157,1,4543775648,0,13.67497224,1901.833632,216.4839563,8.646925894,46.91859585,31.95187929,0.359874525,487431939.2
Australia,2023,Hydro,39560.67933,2023.228089,3890745911,592703511,1.93358E+14,234680.9538,30957.69078,90252.12981,509298.6039,980158,0,1059047153,1,-5.761585132,2080.738376,244.1366929,4.737852358,11.08176256,96.53950184,0.208440933,383059542.4
USA,2003,Solar,21502.485,2517.6749,1336655813,721939514,2.47066E+13,321792.5642,41079.08833,84790.4465,739265.7867,719357,1,2149567028,1,-7.409737296,1664.068234,118.7707898,2.585765916,99.16247793,75.86245772,0.119501883,121084463
USA,2016,Solar,14095.80121,1631.493937,2011224887,479908070,1.45587E+14,209995.5254,2023.961026,25110.91533,294379.6255,52086,1,8726076719,1,28.64962048,2842.623253,193.118765,9.832428252,59.27211804,79.2778287,0.37467155,985486999.2
France,2012,Biomass,22821.44471,42455.15309,642193055.3,1427701786,1.01383E+14,771035.9422,19174.4563,15336.6234,282434.9202,560918,1,9354896823,1,7.522215475,309.0858159,245.0616991,5.62893444,52.32506636,4.35220313,0.28172878,311084344.1
USA,2023,Solar,3484.240057,3081.107123,4228084208,1433759839,8.72373E+13,910344.3488,31385.89695,42774.23348,856078.7814,754457,0,4353250086,1,6.421101431,2879.128495,262.9386875,0.315138504,70.89187699,15.83107731,0.138087916,644233716.6
France,2008,Hydro,6306.767944,1221.196207,7780932224,278142521,1.53643E+14,846797.7186,25435.70491,27166.78148,394284.332,650224,0,8948549541,0,12.02960918,2592.05627,133.7132692,5.487130123,34.19289495,78.44324819,0.443791321,666646172.6
Germany,2014,Geothermal,84190.77386,1922.520305,1026706762,808779901,1.34858E+14,979177.7752,13934.33136,72988.97877,209361.4729,214788,1,6138150792,0,38.46620933,2892.036617,203.2560769,9.687865632,43.48969381,51.47909552,0.111459485,545559506.9
Brazil,2016,Geothermal,61588.05303,32825.96316,3564491233,482228657,1.76629E+14,250183.8238,75019.19698,54413.16927,254208.4217,461467,1,4511107154,1,15.67330161,2577.166208,295.5932825,1.30003029,43.75236705,40.61500128,0.191236764,345623029.1
Australia,2016,Biomass,69389.00207,48934.20331,9873145736,90690176,1.79489E+14,410579.3009,87965.10918,22023.03667,928192.2169,425355,1,9226409783,1,5.375935052,2793.263525,273.0831547,4.939021143,18.11218512,85.36100772,0.454080964,713764984.5
USA,2008,Wind,32261.89238,14960.03956,5970163836,703476604,1.40068E+14,764317.8293,39489.4581,93252.71519,912715.1143,680686,0,7463428129,1,-1.346338812,783.9358093,119.6180266,12.93633196,1.310268543,0.004502462,0.104508194,266642666.7
Russia,2022,Biomass,81543.32282,8434.363212,1116776623,91543072,1.39583E+12,329734.869,24895.87097,89092.21899,600153.7089,59509,1,1446019989,0,13.88238667,2421.098153,110.7492244,1.935196264,45.15956135,41.51767464,0.181357362,302179077.5
India,2023,Wind,60798.93328,8958.634361,7823407679,147699656,2.21376E+13,834767.3497,75987.70424,10769.14658,195354.6371,926104,0,9549535601,0,37.78651724,1001.385819,273.5740878,12.70644958,13.87675661,93.55071593,0.406695463,923489759.2
France,2009,Wind,33756.5193,27328.28461,527583946.1,1036752942,1.89896E+14,706372.6085,13650.82521,34370.80407,383399.4772,512101,1,7507492409,0,-3.433888204,2545.960239,152.2379972,7.270802357,64.69799706,0.870398104,0.300040886,448652399.9
Russia,2008,Geothermal,82342.2832,46694.25941,8542200183,34191936,1.657E+14,391347.3172,95987.20515,68496.40576,283472.59,686708,0,9772196538,1,10.00281253,799.4678165,286.6343457,1.218927918,73.33180649,78.7222986,0.415887288,974189101
Japan,2014,Biomass,32635.57233,10367.61368,7336100534,162443570,1.57357E+14,851940.7553,51639.96285,52996.37298,96775.32933,803341,1,9739603233,0,5.404905724,1053.282058,174.927531,10.19100119,64.00910883,4.319861222,0.378599747,731795678.6
Japan,2015,Hydro,66211.15079,46492.02773,807916397.5,507321556,6.54532E+13,155304.1371,92294.3858,18773.34108,153876.4338,955680,0,1494610682,0,29.02550893,142.1131407,280.5980176,12.23739236,78.42808102,2.743714292,0.16304889,814811260.5
Brazil,2000,Hydro,52656.45718,17809.25096,2901947353,1333120369,9.50999E+12,644569.4821,56478.33818,98726.67295,526527.3581,979299,0,2788165039,0,-8.788216581,711.7874636,228.212072,11.90829413,50.04256384,96.43838922,0.136892444,895687769
Canada,2015,Solar,34240.74763,47512.07559,9583127247,909841504,1.22676E+14,104198.6984,76768.56013,1057.783513,866891.8077,77351,0,2291003294,1,33.87102851,1432.010989,248.5813723,13.64297629,49.37725409,67.1279363,0.254459537,391449353.5
Germany,2010,Geothermal,98976.51832,24090.45153,9819242826,693742615,1.71321E+14,760427.8868,94157.51139,36000.70619,515664.0286,44784,0,4193743260,0,28.99339779,1124.434093,186.5897625,0.056399863,39.03880251,50.32001292,0.387734926,719542750.2
China,2021,Biomass,69345.62584,29761.39412,4553728125,770229147,6.59636E+13,365533.2212,8061.822574,33453.58673,71577.30474,991252,0,5334883539,0,-4.761094582,2899.718077,234.5104321,3.789427997,33.80863443,4.072664785,0.079506398,622392776.4
Japan,2006,Wind,21409.60584,4783.638744,2370132600,1452175631,1.85415E+14,705705.7465,39752.58379,4634.160034,79881.9907,629188,0,9413090114,1,1.695859047,564.433196,210.379176,0.052556328,81.55485646,71.24885711,0.166207475,96406616.74
France,2009,Wind,20886.55684,35655.706,1096683173,1400955614,1.26494E+14,291359.8455,87096.68607,80977.32426,902086.1842,770769,0,2804987757,1,-6.675145899,2803.627719,218.3386848,11.7925488,51.26332869,89.90721832,0.169421644,708961452.5
Canada,2005,Geothermal,35336.54093,4103.628939,5669710972,179177547,1.95876E+14,899404.7012,17063.39113,96693.05894,37642.82726,899627,0,5399005231,1,-2.453631798,233.8389669,248.3653352,14.13619713,68.31061126,93.9986471,0.310964696,896971115
Canada,2017,Geothermal,65095.62372,29415.89505,6870538129,529845711,3.9939E+13,809342.706,1142.180873,62485.03209,112792.7725,612466,1,5167841877,0,-6.3809915,1262.574442,199.6995624,4.647619572,7.373779561,41.79802744,0.328909248,546165102.2
Japan,2001,Wind,74578.95399,16506.15151,5249306518,41069500,3.43877E+12,735745.9987,1550.851903,8369.342742,812827.8486,807350,0,3100891138,1,19.69391041,1454.192311,235.4665601,10.34405755,63.15982687,86.65741225,0.386477949,37673418.42
India,2005,Geothermal,30460.72199,7017.12339,3576203245,1213641347,1.7567E+14,863115.4536,5375.956582,9882.921558,13734.93842,957832,1,1071839109,1,-8.726869457,1332.087805,249.0345931,3.5372771,82.28523938,32.74667596,0.238296037,182843366.5
Australia,2005,Biomass,19940.86353,34104.22766,6494242672,1194003848,1.45128E+14,614579.4941,55997.50102,35699.30076,414335.1207,379077,1,6812000443,1,11.44160808,149.4639185,163.0593257,5.952683242,76.4269138,57.58522154,0.166152584,603017859.9
Australia,2008,Wind,69640.14128,24074.53512,3394575035,552337049,1.60986E+14,976647.7952,60575.45153,70013.77221,761562.3551,753432,1,9361862501,0,21.205123,2420.71398,189.5304512,0.404529672,86.46088583,4.032466083,0.164019746,33537845.4
Japan,2022,Hydro,64921.41138,4846.614051,2383288603,463154136,5.40354E+13,414466.1974,62335.88325,97457.19134,868511.8506,591256,1,4239823598,0,6.109659245,2137.847778,114.106754,2.806449231,89.35963637,95.63491172,0.372384233,502845112.2
Brazil,2021,Geothermal,54617.04002,17745.32087,4849633996,460944849,1.56115E+14,660662.7268,5847.084553,99508.1384,342815.0717,872480,1,3265381095,1,23.65538692,2700.65131,248.9357418,7.62920161,57.90807711,79.18367291,0.193099235,352294365.5
Japan,2005,Solar,3481.970038,37059.43289,4841456858,437528372,1.83088E+14,29973.98412,96217.23176,86692.06608,744863.8051,702592,0,2591955640,0,-2.750362727,1024.106152,109.211002,7.123301415,4.466235695,20.26588032,0.166237189,475779514.3
Japan,2007,Biomass,17099.68092,44875.68976,3127058515,725323957,1.16059E+14,67863.61101,12282.04925,72413.9889,765067.4882,774359,1,6650406269,1,-0.621727212,282.0769662,111.9979391,2.744402866,93.09287941,72.93371434,0.223194861,696189141.8
India,2019,Biomass,68921.24891,20056.18389,6488332904,536928026,2.44516E+13,908576.3282,38431.22625,53864.32828,397675.1391,771547,1,8769872813,1,4.253665948,1323.821943,198.4904209,0.517775362,22.97523063,28.21816338,0.170279872,889525682.8
Brazil,2000,Solar,26661.32576,4488.650308,9686216381,1265079574,1.10734E+14,10968.35238,3482.416996,51539.61582,145101.3741,592586,0,9905057984,0,20.96702308,1953.665492,291.4018151,12.20897809,74.27812448,65.78121038,0.074091797,887913595.5
Germany,2002,Geothermal,41939.122,27277.94291,7498994253,680226334,1.42336E+14,195155.1304,76872.13715,21208.05323,614664.8787,485460,0,8742151621,1,35.69407523,318.3102365,264.0023728,12.73235865,58.54852034,23.0329068,0.110293489,502200830.7
USA,2014,Wind,95552.18989,5262.375079,1270603545,238574351,1.53886E+14,703392.1241,60409.14243,52439.94814,247600.3665,702378,1,509187631.9,1,18.62356711,204.8894171,176.1158181,7.444517592,9.398762276,72.71091944,0.319874125,209419562.2
Canada,2023,Wind,93394.82903,47228.02302,7037295377,386538499,1.52386E+14,760197.1125,42342.06526,29032.59757,128911.1299,942837,1,1660100244,0,1.030176093,429.1072253,215.9073735,4.775993125,47.30143157,39.07797738,0.390464288,104306894.5
USA,2000,Wind,47525.79204,2422.644549,4864429703,734035187,4.89949E+12,474403.2861,60963.53471,27572.6631,483448.4636,509642,1,3754010420,1,-1.88282199,1709.383153,137.5340409,8.340588396,74.18159685,89.65583412,0.277337613,272800997.8
Russia,2001,Solar,89203.75263,9614.963854,7919610747,554611531,1.95726E+14,429735.099,2127.25282,68940.85135,981797.7625,458543,1,3655994019,0,31.54724867,901.8363178,209.7591617,4.400130168,59.86949765,92.84854329,0.404854194,135746876.5
Brazil,2023,Hydro,84713.48795,32741.48408,4086542737,60566014,9.82541E+13,389038.2168,96460.19027,52805.26859,705527.3959,884792,0,8722732761,1,36.39058244,406.4150213,174.6544398,1.873246513,51.73451482,60.31075108,0.411978972,891001073.5
France,2008,Solar,7818.127056,42475.53929,4452331955,560994497,1.23502E+14,594882.8944,19348.46045,86056.77493,243025.3466,636539,1,816307799.3,0,34.9427886,406.9053074,270.7065966,10.36284935,85.08791726,1.89114979,0.371285468,852183433.1
Germany,2019,Geothermal,83989.51212,17034.47056,9103338840,333747225,4.37794E+13,795858.5517,89651.19805,80724.93258,345761.5745,518891,0,1345781300,0,22.46435424,1362.665414,264.6126061,14.22104788,39.11198704,96.24828722,0.217186367,382835599.7
Brazil,2014,Geothermal,13777.46309,44667.42805,6921316728,430079136,1.94328E+14,182901.763,64638.18851,88478.12723,257436.7979,236999,0,4888561251,1,39.14797507,364.3144376,113.6945577,8.297038824,92.16259234,42.71224235,0.451935992,249660975
Canada,2006,Biomass,17318.0942,45224.37269,569163344.6,1421563643,1.39242E+14,128280.9402,70592.96031,58059.11285,736894.7068,369048,1,9580119828,1,19.97079759,2761.332215,146.2293794,9.678416714,86.67512334,18.28349899,0.261927565,957111147
Russia,2009,Solar,36349.38719,18763.08862,4841145480,1124507805,5.54295E+13,624308.9598,56023.26652,20547.59879,558334.5953,949963,1,2767844996,0,29.25307457,2158.689136,256.5462512,9.612909961,63.73521831,78.61476449,0.194351649,401122252.4
Germany,2009,Geothermal,42179.13822,38265.65333,6398248854,355603722,4.28369E+13,583049.2325,92564.46274,45336.83972,338850.5519,938222,1,1468898560,1,7.649809528,2722.948131,291.4401926,6.087013693,87.73451306,0.598688322,0.438907352,428835802.1
Japan,2021,Hydro,70143.21655,35846.27256,1221313529,1372429266,1.99077E+14,787206.0706,25647.6684,22486.89891,821657.5946,932707,1,6084920575,0,39.73654264,2765.109507,106.1776159,3.734569659,78.92600251,9.446077196,0.361848703,209373147.3
USA,2021,Biomass,58609.67885,32735.67143,5746494112,537656520,5.27132E+13,904966.03,74960.80419,96676.68976,704137.6665,532357,0,3985400770,0,-3.828967453,1505.301043,209.4853161,1.413868109,12.94356264,87.68552507,0.181493079,251796813.2
France,2006,Solar,65454.60659,42150.80579,5464811226,576463742,1.66302E+12,509017.8299,91872.16991,20332.72867,992651.1711,585524,0,1225894338,1,-7.519082342,946.7235014,238.8364515,3.6683067,40.13198719,27.17736944,0.296100656,63643860.99
Australia,2011,Solar,48036.83591,15969.16425,4134075103,869005263,1.74794E+14,174972.7733,22288.87235,6716.309304,96100.28183,205777,0,3217086668,1,1.738386426,336.0312761,278.2197181,9.408231195,35.25827291,53.76926669,0.307681734,468404046.5
Brazil,2020,Wind,9687.803601,45608.48647,7041811960,1034084899,1.9335E+14,483598.0146,66035.09145,7681.739029,988003.6595,107702,1,1775650576,1,35.34778214,2018.925,255.2624699,5.532419497,82.61751475,63.44833637,0.46629254,387956859.1
Brazil,2012,Wind,4582.415783,5085.715403,291987332.5,856798325,3.84331E+13,979897.0298,70315.15122,21726.51033,887323.5295,107847,1,7276390070,1,0.167529197,245.0597106,125.1354636,9.470426084,47.41586627,73.37985022,0.29428772,580643099.9
France,2001,Solar,71069.8937,23326.49009,6762583597,1472389794,3.16456E+13,337378.7287,57072.9778,20919.72844,668370.3889,21663,1,2516575319,1,-2.29021878,2184.729281,212.4641292,14.50090837,41.50868858,3.578880051,0.102529973,744755588.8
Germany,2017,Biomass,74040.5215,792.5175965,1142778726,599068135,9.26281E+13,496437.0469,9425.85461,12666.46622,213895.252,45199,1,1367472093,1,11.26915937,1770.388555,280.6215271,1.789119871,20.2030349,24.39021886,0.324752232,619549149.8
China,2007,Geothermal,35970.99305,40474.73265,63107263.36,1083619783,9.30907E+13,722085.7503,80297.5511,63856.31011,663564.0174,634754,0,6851333076,1,34.52491753,591.1241802,137.2379111,8.850899313,34.82653032,72.53506646,0.068710683,662335908.5
USA,2013,Hydro,89395.37621,9386.071658,8341938478,3442120,1.75647E+14,268091.1379,77512.38529,6554.133897,893139.6439,237977,1,8419878572,0,28.3222963,423.6316826,198.5885529,13.330538,59.84048724,65.03136575,0.120614056,678938693.9
Russia,2022,Biomass,50331.10877,5045.715921,2674692529,1220112572,1.11084E+14,835974.8486,36879.49208,7618.615789,885430.8134,230101,1,4125464380,1,30.04889246,1114.0888,285.6399577,13.03808476,71.02885473,38.282977,0.322879814,106459243.2
USA,2001,Solar,32006.46149,23385.15597,1317461487,692678394,5.63153E+13,151630.7871,27684.67578,4335.356223,20230.85034,936397,0,3434082760,0,3.026973796,1925.878288,263.5784692,3.980558411,17.81904763,50.32683377,0.380801705,279330488.7
USA,2009,Geothermal,43567.868,21047.57763,5022481214,1006010223,6.77059E+13,870756.1982,9063.215647,49898.95506,170263.0834,277505,0,5360735774,0,39.92542952,1549.103125,195.1452834,5.389262485,3.885155341,7.925509005,0.136765282,517623249.8
Russia,2021,Biomass,83188.58966,33326.05192,9907034275,1174389276,1.00225E+14,46731.4289,66722.88855,62359.66116,12310.09542,118122,0,8443415779,0,17.43861008,658.1761233,275.4194067,12.35469429,37.95490757,66.70976007,0.314341836,771023447.4
